;Echte_Erzeugung_MWh;Quantil_0_1_MWh;Median_q0_5_MWh;Quantil_0_9_MWh
721;5273.59;5080.884;5231.0522;5373.073
722;4611.02;4366.4478;4517.92;4659.212
723;3944.27;3678.3489;3829.673;3970.0632
724;3300.19;3031.6824;3178.2705;3317.171
725;2651.3901;2439.7556;2576.4146;2712.1968
726;2061.8801;1870.09;1994.1567;2124.3909
727;1543.51;1328.208;1441.2913;1560.7959
728;1093.23;845.8095;948.2276;1053.5759
729;710.25;467.81104;555.1516;645.5712
730;410.5;217.0136;284.84268;357.929
731;186.14;79.69923;128.04922;182.22603
732;64.27;17.404915;49.865578;86.707596
733;17.66;-3.3965445;17.933477;43.10087
734;3.73;-4.6558914;9.714454;28.493008
735;0.04;-0.7309829;9.464401;26.4335
736;0.02;1.6995679;9.4225445;26.189913
737;0.02;0.10370337;6.391405;22.650278
738;0.02;-1.6538244;3.8453171;17.960426
739;0.02;-2.5744202;2.3127677;14.254746
740;0.0;-2.6274934;1.7276162;12.22456
741;0.0;-3.3990865;0.5696035;10.065348
742;0.0;-3.327627;0.40548462;9.213953
743;0.0;-2.702729;0.7202473;9.822057
744;0.0;-2.3051789;0.87158215;10.3143635
745;0.0;-3.086434;0.0031589794;8.519422
746;0.0;-3.485033;-0.44176352;7.4407787
747;0.0;-3.3544536;-0.48199114;7.455438
748;0.0;-2.8898616;-0.23381384;8.684479
749;0.0;-2.7786555;-0.055578295;8.985914
750;0.0;-2.9101233;-0.007749371;9.86416
751;0.0;-3.4987302;-0.45015457;9.224418
752;0.0;-4.0735164;-1.0065298;7.7836266
753;0.0;-4.104094;-0.77612174;5.67713
754;0.0;-3.705495;-0.23425807;6.1472754
755;0.0;-3.1929014;0.27952033;7.646211
756;0.0;-2.8224123;0.639101;9.209018
757;0.0;-2.6190283;1.330424;8.347752
758;0.0;-2.5429907;1.6489873;9.646486
759;0.0;-2.5469148;1.7504694;11.536149
760;0.0;-2.775003;1.6113757;12.887156
761;0.0;-3.290805;1.6751475;10.53801
762;0.0;-3.6539397;1.3994772;10.607063
763;0.0;-3.592821;1.3568804;11.87105
764;0.0;-3.4405482;1.4170984;12.944263
765;0.0;-3.873353;1.285902;9.57156
766;0.0;-3.9928513;1.0062337;8.544941
767;0.0;-3.6729677;1.2944906;9.08251
768;0.0;-3.4045222;2.2129638;11.116004
769;0.0;-6.564939;0.790041;9.002893
